sito,email,stato
https://www.ameliathetable.com/,info@ristoranteamelia.it,statico
http://gelateriaoasi.iport.it/,oasi.verona@gmail.com,statico
https://www.bendaverona.it/,bendasrls@gmail.com,statico
https://www.bendaverona.it/,prenota@bendaverona.it,statico
https://www.bendaverona.it/,utente@dominio.com,statico
http://www.perodoro.it/,info@perodoro.it,statico
http://www.perodoro.it/,server@perodoro.it,statico
https://www.ahperopizzadopperpassione.it/,pizzadop2021@gmail.com,statico
https://www.butcher-verona.com/,gianluca.cangemi@inserzionisti.com,statico
https://www.butcher-verona.com/,info@butcherverona.com,statico
https://www.butcher-verona.com/,info@inkaverona.it,statico
https://www.foodmeroandmore.com/,eventi@meroandmore.com,statico
https://www.foodmeroandmore.com/,food@meroandmore.com,statico
https://bistroverona.it/,info@bistroverona.it,statico
https://www.instagram.com/attico_winebar/,,nessuna-email
https://www.instagram.com/amido.verona,,nessuna-email
https://www.facebook.com/Mi-Ti-158266481569871/,,nessuna-email
https://m.facebook.com/arnoldspizza97/,,nessuna-email
http://www.ristoranteciccarelli.it/,info@ristoranteciccarelli.it,statico
http://www.ristoranteciccarelli.it/,server@ristoranteciccarelli.it,statico
https://www.instagram.com/osteriaterzoponte,,nessuna-email
https://www.instagram.com/new_bollicine_cafe/,,nessuna-email
https://www.instagram.com/alma_bar_vr/,,nessuna-email
https://www.casamattaverona.it/,hello@thepantry.com,statico
https://www.casamattaverona.it/,info@casamattaverona.it,statico
https://www.facebook.com/pg/dolcedivinoverona/about/,,nessuna-email
https://www.burgerino.eu/,info@burgerino.eu,statico
https://www.facebook.com/share/17qpXPsViH/,,nessuna-email
http://tiktok.com/@baralforte,,nessuna-email
http://instagram.com/abaziavini/,,nessuna-email
https://www.ristoranteallabassona.it/,,nessuna-email
http://4.169.69.172/,,irraggiungibile
http://www.agriturismoilporcellino.com/,,irraggiungibile
https://aperitivoverona.it/,,nessuna-email
https://www.instagram.com/osteriabarpericotti,,nessuna-email
