sito,email,stato
https://3italianpizza.com/,contact@sansoxygen.com,statico
https://www.pizzakebapiltrevigliese.com/,mtariq3891038671@gmail.com,statico
http://daclaudioristorantepizzeria.wordpress.com/,ristodaclaudio@gmail.com,statico
http://daclaudioristorantepizzeria.wordpress.com/,ristodaclaudio@gmail.comp.iva,statico
http://www.80pizza.it/,,irraggiungibile
https://www.2note.it/,2note@2note.it,statico
https://website-69caffe.eatbu.com/,ginodambrosio1965@gmail.com,statico
https://www.zero60.it/,,nessuna-email
https://www.111barpizzeria.it/,antonellariete88@hotmail.it,statico
https://www.1158.lodi.it/,1158.lodi@gmail.com,statico
https://2morsi.it/,online@www.aaa.com,render
https://2morsi.it/,only@savagex.com,render
https://2morsi.it/,only@www.gobble.com,render
https://14graniexperience.it/,,nessuna-email
https://2brothersrestaurant.it/,aliezel.karatut@icloud.com,statico
https://2brothersrestaurant.it/,info@localweb.it,statico
https://2brothersrestaurant.it/,orjon.nallbati@onlawoffice.com,statico
https://2brothersrestaurant.it/,privacy@localweb.it,statico
https://www.34baravin.com/,,nessuna-email
https://www.grandhoteldellaposta.eu/it/hotel-4-stelle-con-ristorante-sondrio-lombardia,,nessuna-email
https://acasadimimi.com/,acasadimimi@gmail.com,statico
https://45-parallelo.it/,,nessuna-email
https://www.birreriaisoliti.it/,,nessuna-email
https://www.412cafe.it/,412cafeopera@gmail.com,render
https://www.7sjoecermenate.com/,,nessuna-email
https://www.81pizza.it/,,nessuna-email
https://2zeropaullo.it/,,nessuna-email
https://www.lalivellacorsico.it/,lalivellacorsicoristorante@gmail.com,statico
https://itplaces.me/360gradi-ristorante-pizzeria-sushi-567764-it,contact@bizsite.link,statico
https://www.facebook.com/15gelateriacaffetteria,,nessuna-email
https://m.facebook.com/Ristorante-Cinque-Colonne-San-Donato-218259638218898/,,nessuna-email
https://www.ilragazzodicampagna.it/,info@ilragazzodicampagna.it,statico
https://www.cucinatidanoipervoi.it/,piadinacucina@gmail.com,render
https://m.facebook.com/Pizzeria-1058-418537325281/,,nessuna-email
https://250gr.it/,,nessuna-email
https://www.acadelzep.it/,info@acadelzep.it,render
https://instagram.com/centoventicinque125,,nessuna-email
https://www.spera-federico.it/HOMERESTAURANT/,prenota@spera-federico.it,render
https://www.200caffe.it/,200caffe@libero.it,render
https://www.amodomiodadiego.it/,amodomiodiego@gmail.com,statico
https://www.instagram.com/14artgallerycafe/,,nessuna-email
https://www.atuttateglia.it/,assistenza@webador.it,statico
https://instagram.com/lazzas_bar,,nessuna-email
http://www.instagram.com/3nobeachcafe/,,nessuna-email
https://www.facebook.com/bar911brescia/,,nessuna-email
https://www.instagram.com/70settesapori/,,nessuna-email
https://www.amodocaffe.it/,contatto@esempio.it,statico
https://www.adorolapizzeriaconcucina.it/,info@adorolapizzeriaconcucina.it,statico
https://www.atuttaciccia.it/,info@atuttaciccia.it,statico
https://www.atuttaciccia.it/,ristorante.atuttaciccia@gmail.com,statico
https://www.facebook.com/acasamiainzago,,nessuna-email
https://aero-club-milano-lounge.eatbu.com/,acm.banqueting@gmail.com,statico
https://aero-club-milano-lounge.eatbu.com/,prenotazioni@acmlounge.info,statico
http://www.agora.ory.it/,,irraggiungibile
https://acumelegnano.it/,cristiananfu@gmail.com,statico
https://acumelegnano.it/,utente@dominio.com,statico
https://pizzeria6infamiglia.it/,,timeout
https://www.aldeaantigua.com/,,nessuna-email
http://www.agerolese.com/,agerolese.giordano@gmail.com,statico
https://www.agoradabarca.com/,baragora@legalmail.it,statico
https://www.agoradabarca.com/,ristobaragora@yahoo.com,statico
https://www.acquacheta-milano.com/,info@acquacheta-milano.co,statico
https://www.acquacheta-milano.com/,info@acquacheta-milano.com,statico
https://abinayamilano12.my.canva.site/,,nessuna-email
https://www.a-iosa.com/,,irraggiungibile
https://www.facebook.com/APeKmagenta20013/,,nessuna-email
https://www.ariccionemilano.it/terrazza12/,info@ariccionebistrot.it,statico
https://www.ariccionemilano.it/terrazza12/,info@ariccioneterrazza12.it,statico
https://www.ariccionemilano.it/terrazza12/,info@ristoranteariccione.com,statico
https://www.ariccionemilano.it/terrazza12/,lara@ariccioneterrazza12.it,statico
http://www.agriturismocafenile.com/,info@agriturismocafenile.com,render
https://www.ariccionemilano.it/ariccione-bistrot/,info@ariccionebistrot.it,statico
https://www.ariccionemilano.it/ariccione-bistrot/,info@ariccioneterrazza12.it,statico
https://www.ariccionemilano.it/ariccione-bistrot/,info@ristoranteariccione.com,statico
https://www.ariccionemilano.it/ariccione-bistrot/,lara@ariccioneterrazza12.it,statico
https://amodomio.it/,,nessuna-email
https://www.adaspazzini.com/,,nessuna-email
https://cortegaia.it/,agri.cortegaia1996@gmail.com,render
https://www.facebook.com/ristorantemaltobacco/,,nessuna-email
https://www.cortebelfiore.it/,cortebelfiorebresciani@pec.it,statico
https://www.cortebelfiore.it/,info@cortebelfiore.it,statico
https://m.facebook.com/AcquoLina-363033007234121/,,nessuna-email
https://www.unicorno.eu/,,nessuna-email
https://agoracafesalo14.wixsite.com/agoratakeaway,,nessuna-email
https://www.agriturismoagrodolce.com/,info@agriturismoagrodolce.com,statico
https://www.instagram.com/_acquasanta_,,nessuna-email
https://www.ariccionemilano.it/ariccione-ristorante/,info@ariccionebistrot.it,statico
https://www.ariccionemilano.it/ariccione-ristorante/,info@ariccioneterrazza12.it,statico
https://www.ariccionemilano.it/ariccione-ristorante/,info@ristoranteariccione.com,statico
https://www.ariccionemilano.it/ariccione-ristorante/,lara@ariccioneterrazza12.it,statico
http://www.asantalucia.it/,,nessuna-email
https://www.affinatore.com/,info@affinatore.com,statico
https://www.cascinaresta.com/,prenotazioni@cascinaresta.com,statico
http://www.facebook.com/agoracafepessano/,,nessuna-email
https://agriturismodaantonio.com/,agriturismodaantonio@gmail.com,render
https://www.lafattoriagriturismo.it/,info@lafattoriagriturismo.it,statico
https://www.agriturismolagalizia.it/,info@ninjamailtrap.com,statico
https://www.agriturismoperli.it/,info@agriturismoperli.it,statico
https://www.agriturismo-la-gasparina.online/,agriturismolagasparina@gmail.com,statico
https://www.agriturismo-la-gasparina.online/,assistenza@webador.it,statico
https://viewit.cyou/agriturismo-da-mario-w9aaxe,nome1@esempio.com,render
https://viewit.cyou/agriturismo-da-mario-w9aaxe,nome2@esempio.com,render
https://www.agriturismoturaa.com/,agriturismoturaa@gmail.com,statico
https://www.agriturismoturaa.com/,mymail@mailservice.com,statico
https://lataproom-luppolajo.it/,,nessuna-email
http://www.instagram.com/agnes_bakery_luino,,nessuna-email
https://www.akibasushionline.it/,akibarestaurant@gmail.com,statico
https://adulis-restaurant.it/,,irraggiungibile
https://www.ajoblanco.it/,info@madeinspain.it,statico
https://trattoria2orsi.wixsite.com/trattoria,,nessuna-email
https://www.sangalloagriturismo.it/,info@sangalloagriturismo.it,statico
https://www.agriturismocascinapalazzo.it/,agriturismocascinapalazzo@gmail.com,statico
https://www.agriturismocascinapalazzo.it/,info@agriturismocascinapalazzo.it,statico
https://www.ristoranteal115.com/,,nessuna-email
https://www.albarettosanmarco.com/,albaretto@albarettosanmarco.it,render
https://www.agriturismoortesida.it/,info@agriturismoortesida.it,statico
https://www.al7bistrocafe.it/,al7bistrocafe@gmail.com,statico
https://www.al36caratebrianza.com/,,nessuna-email
https://www.voeuja.it/,,nessuna-email
http://www.agriturismolascalera.com/,,irraggiungibile
http://www.borgoantico.it/,server@www.borgoantico.it,statico
https://ristocatering-alcardinale.eatbu.com/,alcardinale@libero.it,statico
https://alchioschettofazfamily.shop/,alchioschettofazfamily.shop@gmail.com,statico
https://www.ilcontadodelgobbo.it/,,nessuna-email
http://www.facebook.it/agriturismolocustione,,nessuna-email
https://www.tenutaurbana.it/,info@tenutaurbana.it,render
https://aibalestrarimilano.it/,milanoaibalestrari@gmail.com,statico
https://aibalestrarimilano.it/,navigli@aibalestrari.it,statico
https://alcircolo.shop/,placejoys.com@gmail.com,statico
https://www.al23rho.it/,,nessuna-email
https://www.agriturismofossalupo.it/,,irraggiungibile
https://www.albistrotcurno.it/,bistrotcurno@icloud.com,statico
https://www.alfattoreristorante.com/,alfattore@gmail.com,statico
https://alroccolo.it/,,timeout
https://aldragonemilano.it/,info@aldragonemilano.it,statico
https://www.trattoriaalcircolo.com/,info@trattoriaalcircolo.com,statico
https://www.trattoriaalcircolo.com/,info@trattorialcircolo.com,statico
